date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:59:56	607/607	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:22%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/goldenrod.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/goldenrod.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
19:59:56	1539/1539	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:24%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/magenta.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/magenta.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
19:59:57	607/607	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:27%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/yellowgreen.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/yellowgreen.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
19:59:57	610/610	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:24%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/orange.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/orange.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
19:59:57	608/608	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:23%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/green.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/green.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
19:59:58	600/600	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:26%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/yellow.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/styleswitcher/yellow.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
19:59:59	14355/14355	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:02%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/img-mobile-light.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/img-mobile-light.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:00	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2013:00:00%20GMT	https://slimhamdi.net/tunis-tailwind/demos/about.html	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/about.1d.delayed	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:01	25599/25599	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:13%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-1.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-1.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:01	41616/41616	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:13%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-2.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-2.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:02	31420/31420	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:14%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-4.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-4.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:03	35377/35377	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:14%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-3.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-3.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:03	24848/24848	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:15%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-6.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-6.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:03	19712/19712	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:15%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-7.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-7.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:03	26980/26980	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:15%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-8.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-8.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:03	31910/31910	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:14%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-5.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-5.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:04	28456/28456	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:16%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-9.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/project-9.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:04	1235/1235	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:33%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/navigation/left-arrow-light.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/navigation/left-arrow-light.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:04	93017/93017	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:03%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/light.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/light.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:04	1257/1257	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:36%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/navigation/right-arrow-light.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/navigation/right-arrow-light.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:05	1266/1266	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202023%2014:55:31%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/navigation/close-button-light.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/navigation/close-button-light.png	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:05	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2013:00:05%20GMT	https://slimhamdi.net/tunis-tailwind/demos/blog-post.html	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/blog-post.html	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:06	60507/60507	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:09%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-2.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-2.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:07	52884/52884	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:09%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-1.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-1.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:08	76301/76301	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:11%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-4.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-4.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:08	1397560/1397560	---M--	200	added ('OK')	video/mp4	date:Sun,%2022%20Oct%202023%2014:55:37%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/projects/video.mp4	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/projects/video.mp4	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:08	90147/90147	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:10%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-3.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-3.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:08	37738/37738	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:12%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-5.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-5.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:09	87533/87533	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:04%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/jquery-3.7.1.min.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/jquery-3.7.1.min.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:09	4730/4730	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:05%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/styleswitcher.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/styleswitcher.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:09	45810/45810	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Oct%202023%2014:55:12%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-6.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/blog/blog-post-6.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:09	6893/6893	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:03%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/imagesloaded.pkgd.min.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:10	25081/25081	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:05%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/masonry.pkgd.min.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/masonry.pkgd.min.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:10	1972/1972	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:03%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/classie.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/classie.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:10	7032/7032	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:04%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/main.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/main.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:10	12169/12169	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:03%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/cbpGridGallery.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/cbpGridGallery.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:11	5307/5307	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:04%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/jquery.hoverdir.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/jquery.hoverdir.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:11	6600/6600	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:05%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/menu.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/menu.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:11	5021/5021	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2014:55:03%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/js/custom.js	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/js/custom.js	(from https://slimhamdi.net/tunis-tailwind/demos/light.html)
20:00:14	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Oct%202023%2014:54:52%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont3e6e.eot	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/font-awesome.min.css)
20:00:16	77160/77160	---M--	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2014:54:59%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont3e6e.html	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/font-awesome.min.css)
20:00:18	98024/98024	---M--	200	added ('OK')	application/x-font-woff	date:Sun,%2022%20Oct%202023%2014:54:57%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont3e6e.woff	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/font-awesome.min.css)
20:00:18	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2022%20Oct%202023%2014:54:55%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/font-awesome.min.css)
20:00:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Oct%202023%2014:54:52%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfontd41d.eot	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/font-awesome.min.css)
20:00:18	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2013:00:18%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/slider/1.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/slider/1.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/style.css)
20:00:18	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2013:00:19%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/subscribe/dots.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/subscribe/dots.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/style.css)
20:00:19	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2013:00:19%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/testimonials/bg-client.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/testimonials/bg-client.png	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/style.css)
20:00:19	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2013:00:19%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/slider/2.jpg	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/slider/2.jpg	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/style.css)
20:00:19	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2013:00:19%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/img/testimonials/bg-client-dark.png	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/img/testimonials/bg-client-dark.png	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/style.css)
20:00:25	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Oct%202023%2014:54:56%20GMT	https://slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/portfolio/slimhamdi.net/tunis-tailwind/demos/assets/fonts/fontawesome-webfont3e6e.svg	(from https://slimhamdi.net/tunis-tailwind/demos/assets/css/font-awesome.min.css)
